Comment,Lang,Tags confirmed,Model function,Tags
vomiting,EN,checked,Health,Symptoms
looking for volunteering info during COVID-19 above and beyond the public,EN,checked,Health,Symptoms
"By receiving the newspaper daily at our door, could we be contacting the virus from the paper??",EN,checked,Health,Transmission
"Bonjour je suis un employeur. J'ai un employé occasionnel qui est sur la PCU, et j'aurais besoins de deux jours cette semaine pour faire un remplacement. Est ce que l'employé a droit de refuser le travaille sur la PCU ?",FR,checked,Health,Financial support
Should you take common cold suppressants if deep cough suddenly occurs and you have been having food delivered washed with soap and have 2 dogs,EN,checked,Health,"Symptoms, Treatment"
"My daughter lives with us and is returning from Australia. Does everyone in the household need to self-quarantine, or can I still go to work?",EN,checked,Health,"Travel back to Canada, Quarantine and isolation"
loyer commercial,FR,checked,Health,Financial support
I have not got any more cerb payment after april 27 2020,EN,checked,Health,Financial support
Prestation d'urgence pour les personnes qui ont le covid-19,FR,checked,Health,Financial support
Pas les symptômes ecrits,FR,checked,Health,Symptoms
Would like to know all symptoms,EN,checked,Health,Symptoms
What is HC and PHAC position on public use of disposable gloves,EN,checked,Health,PPE
Je suis un Ainé de 75 ans Puis-je aller faire mon épicerie Je ne suis pas dans une résidence,FR,checked,Health,"Permissible activities, Vulnerable people"
"After visiting a patient for 2 1/2 dying of covid-19 and myself in a gown, gloves, mask and shield, should I return to work, I'm essential service.",EN,checked,Health,Workplace
Can family members swim in private pools if they keep social distance or can the COVID19 live in water?,EN,checked,Health,"Permissible activities, Swimming"
"Si une personne est déclaré avec le corona virus, comment se termine sont confinement, c'est a dire quand peut elle sortir pour aller faire sa command et jouer au golf . Mon beau père et ma mère ont été diagnostiqué et celui ci est prêt a sortir et loin d’être guérit et je suis propriétair d'un golf",FR,checked,Health,"Treatment, Permissible activities, Golf"
results for coronavirus,EN,checked,Health,Testing
Covid 19 test results,EN,checked,Health,Testing
je veux savoir plus de détails sur les symtomes,FR,checked,Health,Symptoms
"J’aimerais savoir si le masque est obligatoire, au NB, si les limites de 2 mètres ne peuvent pas être respectées? Merci",FR,checked,Health,PPE
j ai emphyseme,FR,checked,Health,Vulnerable people
Combien de temps environ le virus peut-il survivre sur des vêtements? Est-ce nécessaire de laver nos vêtements chaque fois qu'on va dehors et qu'on croise des gens?,FR,checked,Health,Virus survival
L'été arrive et plusieurs ont des piscines pouvons nous allé nous beigner chez des amis Je m'explique le corps sue et gouttelettes le nez nous coule quand on vas dans l'eau et veux veux pas l'eau pénètre dans la bouche alors ya t'il un risques de contagion pour le covid-19 ?,FR,checked,Health,"Permissible activities, Swimming"
I'd like to know the symptoms and how to treat.,EN,checked,Health,"Symptoms, Treatment"
Comment dénoncer une entreprise qui ne respecte pas les consignes de distanciation social,FR,checked,Health,Workplace safety (sanitizing / exposure to virus / employee with covid / accommodations)
Pouvons prendre du Advil pour un mal de tête. Test covid-19 négatif.,FR,checked,Health,Treatment
How contagious is COVID-19?,EN,checked,Health,Contagious
What is the recommended number of people suggested/allowed to be gathered in the same location?,EN,checked,Health,"Permissible activities, Social contact"
Jaimerais savoir le delai pour les resultats du test de depistage Combien de temps dois je attendre pour avoir mon resultat sans travailler,FR,checked,Health,"Testing, Workplace"
J’ai 2 magasins de chaussures. Quelles sont les normes recommandées pour assurer un maximum de sécurité après l’essayage. Les mettre en quarantaine? Combien d’heures? Comment les nettoyer,FR,checked,Health,"Reopening, Transmission"
"If someone has has a fever because of something known like a Urinary Tract Infection, do their care givers need to follow the self Isolation?",EN,checked,Health,"Symptoms, Quarantine and isolation"
test,FR,checked,Health,Testing
payment schedule,EN,checked,Health,Financial support
My question is at what point it will be safe for me to come into physical contact with my family members. Something as simple as hugging my parents?,EN,checked,Health,Quarantine and isolation
Can a relative visit your home for overnight stays?,EN,checked,Health,"Permissible activities, Family relationships"
I have friend sick just like kids getting sick but he is 40 yrs old he never had a cough or flu or fever Then talked to few other in construction they are all complaining same way but because no fever they keep going to work at new hospital at Royal Alex Alberta Your tests don’t catch it !,EN,checked,Health,Symptoms
My wife woke up with blood shot eye and she works as chambermaid,EN,checked,Health,Symptoms
"Can 2 persons, not from the same family, travel together in the same vehicle",EN,checked,Health,"Permissible activities, Family relationships"
LE NOMBRE DE CAS PAR MUNICIPALITEE MAURICIE CENTR DU QUEBEC,FR,checked,Health,Cases - deaths - recoveries
What about headache,EN,checked,Health,Symptoms
I need specific wording to share with my fmily about why they cants be in our house,EN,checked,Health,"Permissible activities, Family relationships"
What is the treatment protocol?,EN,checked,Health,Treatment
cov19 symptoms at onset,EN,checked,Health,Symptoms
I wanted to know if we are obliged to go to work if I am high risk (diabetes type 1)? What are my obligations?,EN,checked,Health,Quarantine and isolation
Would like to know how to treat covid if stYing home...what to eat etc,EN,checked,Health,"Treatment, Treating at home"
I am a senior finance executive who has been unemployed for more than a year. Current conditions make it impossible to gain employment. Is there a financial support program that I can access?,EN,checked,Health,Financial support
Uk has updated the main symptoms,EN,checked,Health,Symptoms
List of symptoms How it ends,EN,checked,Health,Symptoms
I have poly myalga. What would be the symptoms to look for,EN,checked,Health,Vulnerable people
Je vue savoir qui a commencer le coronavirus du début et celui de cette année et covid19 pour 2019 ou le nombre de fois apparu!?,FR,checked,Health,What is covid
is covid19 painful,EN,checked,Health,Symptoms
"I still don't understand the difference between mandatory quarantine and isolation? In both cases, I need to stay home for 14 days....?",EN,checked,Health,Quarantine and isolation
Does Town of Oakville provide the number of local cases ?,EN,checked,Health,Cases - deaths - recoveries
What to do if u think u may have Coronavirus,EN,checked,Health,"Treatment, Symptoms"
Sleepover is now allowed?,EN,checked,Health,"Permissible activities, Social contact"
Symptoms had spars descriptions,EN,checked,Health,Symptoms
Coronavirus financial help,EN,checked,Health,Financial support
symptoms of flu,EN,checked,Health,Symptoms
I wish to know if after 14 days of Isolation if a asymptomatic person who was exposed to a potetial risk can return to work?,EN,checked,Health,Workplace
The Mayo Clinic recommends rest for someone who has covid-19. A Facebook posting recommends that you keep active to help clear your lungs. So which is it?,EN,checked,Health,Treatment
combien de temps ça prend pour avoir le résultat d un test,FR,checked,Health,Testing
Ca fait deux fin semaine que je vomit et j’ai la diaprée et 1semaine mon nez coule,FR,checked,Health,Symptoms
We have a pool that is large enough to allow our two friends to come over and maintain 2m distance. Is this ok?,EN,checked,Health,"Permissible activities, Social contact"
Si un cas est déclaré positif dans un service de garde que doit ont faire,FR,checked,Health,Daycare
More testing.,EN,checked,Health,Testing
#ERROR!,FR,,Health,
"Information are being disseminate via facebook and messenger that is making it things scarier re covid-19... Eg, once recovered from covid-19, one will always have it in one's system and can either infect others, or can recur in oneself...",EN,checked,Health,Myths
Frequence de toux d'une personne atteinte de covid 19 et est ce qu'on peut avoir des symptomes apres 2 en contact avec une personne suspecte,FR,checked,Health,Symptoms
Sorry but this is personal .. my,EN,,Health,Feedback unclear
Les moyens à prendre pour se soigner à la maison de la Covid-19 Merci,FR,checked,Health,Treatment
On peux tu travaillée en ce partageant des outils que plusieurs personne ont touchés,FR,checked,Health,Workplace
"The American website gives a more detailed list of symptoms, which resembles the ones I actually had. This needs to be updated! Thank you.",EN,checked,Health,Symptoms
